workerid,pOChoice,pTChoice,primeTypeText,rt,responseType,WithBet,correctPChoices,responseChoice,WithCatN,responseChoiceText,responseTypeText,correctPOChoice,WithCat,primeType,BetCat,BetCatN,trial_type,goodPOChoice,WithBetN,correctPTChoice,primeStrength,primeStrengthText,goodPTChoice,language,enjoyment,gender,age,problems,comments,asses,fairprice,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
0,"""1""","""1""","""SOME""",5831,0,"""within""",true,"""1""",0,"""better""","""SOME""",true,"""SOME""",0,"""SOMESOME""",6,"""response""",1,1,true,0,"""weak""",1,"""English""","""0""","""Male""","""24""","""No""","""No comment""","""Yes""","""1.00""","""3""","""Mac""",800,1280,"""Chrome""","""335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""38DURKLYVGOMVPN2WKFBQ6SX0L8WJU""","""Cards and Symbols Experiment""","""You will read a number of sentences and for each sentence select a picture which best represents the sentence. The HIT should take ~10 minutes.""","""language research stanford fun cognitive science university explanations""","""$0.50""","""Thu May 31 20:17:59 GMT-07:00 2018""","""4""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Jun 30 20:17:59 GMT-07:00 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""3OWEPKL08A2MLS2X0KZCV1CPLFLN7C""",0,"""Submitted""","""Fri Jun 01 13:03:57 GMT-07:00 2018""","""Thu May 31 20:18:17 GMT-07:00 2018""","""Thu May 31 20:23:57 GMT-07:00 2018""","""""","""""","""""","""""","""""","""[]""","""undefined""","""5.4764"""
0,"""1""","""1""","""NUM6""",3952,4,"""within""",true,"""0""",4,"""weak""","""NUM6""",true,"""NUM6""",4,"""NUM6NUM6""",7776,"""filler""",1,1,true,0,"""weak""",1,"""English""","""0""","""Male""","""24""","""No""","""No comment""","""Yes""","""1.00""","""3""","""Mac""",800,1280,"""Chrome""","""335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""38DURKLYVGOMVPN2WKFBQ6SX0L8WJU""","""Cards and Symbols Experiment""","""You will read a number of sentences and for each sentence select a picture which best represents the sentence. The HIT should take ~10 minutes.""","""language research stanford fun cognitive science university explanations""","""$0.50""","""Thu May 31 20:17:59 GMT-07:00 2018""","""4""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Jun 30 20:17:59 GMT-07:00 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""3OWEPKL08A2MLS2X0KZCV1CPLFLN7C""",0,"""Submitted""","""Fri Jun 01 13:03:57 GMT-07:00 2018""","""Thu May 31 20:18:17 GMT-07:00 2018""","""Thu May 31 20:23:57 GMT-07:00 2018""","""""","""""","""""","""""","""""","""[]""","""undefined""","""5.4764"""
0,"""1""","""1""","""ALL""",4703,3,"""within""",true,"""0""",3,"""weak""","""ALL""",true,"""ALL""",3,"""ALLALL""",1296,"""filler""",1,1,true,0,"""weak""",1,"""English""","""0""","""Male""","""24""","""No""","""No comment""","""Yes""","""1.00""","""3""","""Mac""",800,1280,"""Chrome""","""335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""38DURKLYVGOMVPN2WKFBQ6SX0L8WJU""","""Cards and Symbols Experiment""","""You will read a number of sentences and for each sentence select a picture which best represents the sentence. The HIT should take ~10 minutes.""","""language research stanford fun cognitive science university explanations""","""$0.50""","""Thu May 31 20:17:59 GMT-07:00 2018""","""4""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Jun 30 20:17:59 GMT-07:00 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""3OWEPKL08A2MLS2X0KZCV1CPLFLN7C""",0,"""Submitted""","""Fri Jun 01 13:03:57 GMT-07:00 2018""","""Thu May 31 20:18:17 GMT-07:00 2018""","""Thu May 31 20:23:57 GMT-07:00 2018""","""""","""""","""""","""""","""""","""[]""","""undefined""","""5.4764"""
0,"""0""","""1""","""SOME""",3864,0,"""within""",false,"""0""",0,"""weak""","""SOME""",false,"""SOME""",0,"""SOMESOME""",6,"""response""",1,1,false,1,"""strong""",0,"""English""","""0""","""Male""","""24""","""No""","""No comment""","""Yes""","""1.00""","""3""","""Mac""",800,1280,"""Chrome""","""335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""38DURKLYVGOMVPN2WKFBQ6SX0L8WJU""","""Cards and Symbols Experiment""","""You will read a number of sentences and for each sentence select a picture which best represents the sentence. The HIT should take ~10 minutes.""","""language research stanford fun cognitive science university explanations""","""$0.50""","""Thu May 31 20:17:59 GMT-07:00 2018""","""4""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Jun 30 20:17:59 GMT-07:00 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""3OWEPKL08A2MLS2X0KZCV1CPLFLN7C""",0,"""Submitted""","""Fri Jun 01 13:03:57 GMT-07:00 2018""","""Thu May 31 20:18:17 GMT-07:00 2018""","""Thu May 31 20:23:57 GMT-07:00 2018""","""""","""""","""""","""""","""""","""[]""","""undefined""","""5.4764"""
0,"""1""","""1""","""SOME""",6937,1,"""between""",true,"""1""",0,"""better""","""NUM4""",true,"""SOME""",0,"""SOMENUM4""",18,"""response""",1,0,true,0,"""weak""",1,"""English""","""0""","""Male""","""24""","""No""","""No comment""","""Yes""","""1.00""","""3""","""Mac""",800,1280,"""Chrome""","""335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""38DURKLYVGOMVPN2WKFBQ6SX0L8WJU""","""Cards and Symbols Experiment""","""You will read a number of sentences and for each sentence select a picture which best represents the sentence. The HIT should take ~10 minutes.""","""language research stanford fun cognitive science university explanations""","""$0.50""","""Thu May 31 20:17:59 GMT-07:00 2018""","""4""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Jun 30 20:17:59 GMT-07:00 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""3OWEPKL08A2MLS2X0KZCV1CPLFLN7C""",0,"""Submitted""","""Fri Jun 01 13:03:57 GMT-07:00 2018""","""Thu May 31 20:18:17 GMT-07:00 2018""","""Thu May 31 20:23:57 GMT-07:00 2018""","""""","""""","""""","""""","""""","""[]""","""undefined""","""5.4764"""
0,"""0""","""1""","""NUM4""",4735,0,"""between""",true,"""1""",1,"""better""","""SOME""",true,"""NUM4""",1,"""NUM4SOME""",12,"""response""",0,0,true,0,"""weak""",1,"""English""","""0""","""Male""","""24""","""No""","""No comment""","""Yes""","""1.00""","""3""","""Mac""",800,1280,"""Chrome""","""335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""38DURKLYVGOMVPN2WKFBQ6SX0L8WJU""","""Cards and Symbols Experiment""","""You will read a number of sentences and for each sentence select a picture which best represents the sentence. The HIT should take ~10 minutes.""","""language research stanford fun cognitive science university explanations""","""$0.50""","""Thu May 31 20:17:59 GMT-07:00 2018""","""4""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Jun 30 20:17:59 GMT-07:00 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""3OWEPKL08A2MLS2X0KZCV1CPLFLN7C""",0,"""Submitted""","""Fri Jun 01 13:03:57 GMT-07:00 2018""","""Thu May 31 20:18:17 GMT-07:00 2018""","""Thu May 31 20:23:57 GMT-07:00 2018""","""""","""""","""""","""""","""""","""[]""","""undefined""","""5.4764"""
0,"""0""","""0""","""SOME""",5608,0,"""within""",true,"""1""",0,"""better""","""SOME""",true,"""SOME""",0,"""SOMESOME""",6,"""response""",0,1,true,1,"""strong""",0,"""English""","""0""","""Male""","""24""","""No""","""No comment""","""Yes""","""1.00""","""3""","""Mac""",800,1280,"""Chrome""","""335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""38DURKLYVGOMVPN2WKFBQ6SX0L8WJU""","""Cards and Symbols Experiment""","""You will read a number of sentences and for each sentence select a picture which best represents the sentence. The HIT should take ~10 minutes.""","""language research stanford fun cognitive science university explanations""","""$0.50""","""Thu May 31 20:17:59 GMT-07:00 2018""","""4""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Jun 30 20:17:59 GMT-07:00 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""3OWEPKL08A2MLS2X0KZCV1CPLFLN7C""",0,"""Submitted""","""Fri Jun 01 13:03:57 GMT-07:00 2018""","""Thu May 31 20:18:17 GMT-07:00 2018""","""Thu May 31 20:23:57 GMT-07:00 2018""","""""","""""","""""","""""","""""","""[]""","""undefined""","""5.4764"""
0,"""0""","""0""","""ALL""",4439,3,"""within""",false,"""0""",3,"""weak""","""ALL""",false,"""ALL""",3,"""ALLALL""",1296,"""filler""",1,1,false,1,"""strong""",1,"""English""","""0""","""Male""","""24""","""No""","""No comment""","""Yes""","""1.00""","""3""","""Mac""",800,1280,"""Chrome""","""335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""38DURKLYVGOMVPN2WKFBQ6SX0L8WJU""","""Cards and Symbols Experiment""","""You will read a number of sentences and for each sentence select a picture which best represents the sentence. The HIT should take ~10 minutes.""","""language research stanford fun cognitive science university explanations""","""$0.50""","""Thu May 31 20:17:59 GMT-07:00 2018""","""4""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Jun 30 20:17:59 GMT-07:00 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""3OWEPKL08A2MLS2X0KZCV1CPLFLN7C""",0,"""Submitted""","""Fri Jun 01 13:03:57 GMT-07:00 2018""","""Thu May 31 20:18:17 GMT-07:00 2018""","""Thu May 31 20:23:57 GMT-07:00 2018""","""""","""""","""""","""""","""""","""[]""","""undefined""","""5.4764"""
0,"""1""","""1""","""NUM4""",4497,0,"""between""",true,"""1""",1,"""better""","""SOME""",true,"""NUM4""",1,"""NUM4SOME""",12,"""response""",1,0,true,0,"""weak""",1,"""English""","""0""","""Male""","""24""","""No""","""No comment""","""Yes""","""1.00""","""3""","""Mac""",800,1280,"""Chrome""","""335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""38DURKLYVGOMVPN2WKFBQ6SX0L8WJU""","""Cards and Symbols Experiment""","""You will read a number of sentences and for each sentence select a picture which best represents the sentence. The HIT should take ~10 minutes.""","""language research stanford fun cognitive science university explanations""","""$0.50""","""Thu May 31 20:17:59 GMT-07:00 2018""","""4""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Jun 30 20:17:59 GMT-07:00 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""3OWEPKL08A2MLS2X0KZCV1CPLFLN7C""",0,"""Submitted""","""Fri Jun 01 13:03:57 GMT-07:00 2018""","""Thu May 31 20:18:17 GMT-07:00 2018""","""Thu May 31 20:23:57 GMT-07:00 2018""","""""","""""","""""","""""","""""","""[]""","""undefined""","""5.4764"""
0,"""0""","""0""","""NUM4""",5096,0,"""between""",true,"""1""",1,"""better""","""SOME""",true,"""NUM4""",1,"""NUM4SOME""",12,"""response""",0,0,true,1,"""strong""",0,"""English""","""0""","""Male""","""24""","""No""","""No comment""","""Yes""","""1.00""","""3""","""Mac""",800,1280,"""Chrome""","""335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""38DURKLYVGOMVPN2WKFBQ6SX0L8WJU""","""Cards and Symbols Experiment""","""You will read a number of sentences and for each sentence select a picture which best represents the sentence. The HIT should take ~10 minutes.""","""language research stanford fun cognitive science university explanations""","""$0.50""","""Thu May 31 20:17:59 GMT-07:00 2018""","""4""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Jun 30 20:17:59 GMT-07:00 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""3OWEPKL08A2MLS2X0KZCV1CPLFLN7C""",0,"""Submitted""","""Fri Jun 01 13:03:57 GMT-07:00 2018""","""Thu May 31 20:18:17 GMT-07:00 2018""","""Thu May 31 20:23:57 GMT-07:00 2018""","""""","""""","""""","""""","""""","""[]""","""undefined""","""5.4764"""
0,"""1""","""1""","""SOME""",6976,1,"""between""",true,"""1""",0,"""better""","""NUM4""",true,"""SOME""",0,"""SOMENUM4""",18,"""response""",1,0,true,0,"""weak""",1,"""English""","""0""","""Male""","""24""","""No""","""No comment""","""Yes""","""1.00""","""3""","""Mac""",800,1280,"""Chrome""","""335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""38DURKLYVGOMVPN2WKFBQ6SX0L8WJU""","""Cards and Symbols Experiment""","""You will read a number of sentences and for each sentence select a picture which best represents the sentence. The HIT should take ~10 minutes.""","""language research stanford fun cognitive science university explanations""","""$0.50""","""Thu May 31 20:17:59 GMT-07:00 2018""","""4""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Jun 30 20:17:59 GMT-07:00 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""3OWEPKL08A2MLS2X0KZCV1CPLFLN7C""",0,"""Submitted""","""Fri Jun 01 13:03:57 GMT-07:00 2018""","""Thu May 31 20:18:17 GMT-07:00 2018""","""Thu May 31 20:23:57 GMT-07:00 2018""","""""","""""","""""","""""","""""","""[]""","""undefined""","""5.4764"""
0,"""0""","""1""","""NUM4""",4543,1,"""within""",true,"""1""",1,"""better""","""NUM4""",true,"""NUM4""",1,"""NUM4NUM4""",36,"""response""",0,1,true,1,"""strong""",1,"""English""","""0""","""Male""","""24""","""No""","""No comment""","""Yes""","""1.00""","""3""","""Mac""",800,1280,"""Chrome""","""335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""38DURKLYVGOMVPN2WKFBQ6SX0L8WJU""","""Cards and Symbols Experiment""","""You will read a number of sentences and for each sentence select a picture which best represents the sentence. The HIT should take ~10 minutes.""","""language research stanford fun cognitive science university explanations""","""$0.50""","""Thu May 31 20:17:59 GMT-07:00 2018""","""4""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Jun 30 20:17:59 GMT-07:00 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""3OWEPKL08A2MLS2X0KZCV1CPLFLN7C""",0,"""Submitted""","""Fri Jun 01 13:03:57 GMT-07:00 2018""","""Thu May 31 20:18:17 GMT-07:00 2018""","""Thu May 31 20:23:57 GMT-07:00 2018""","""""","""""","""""","""""","""""","""[]""","""undefined""","""5.4764"""
0,"""1""","""0""","""SOME""",6480,1,"""between""",true,"""1""",0,"""better""","""NUM4""",true,"""SOME""",0,"""SOMENUM4""",18,"""response""",1,0,true,0,"""weak""",0,"""English""","""0""","""Male""","""24""","""No""","""No comment""","""Yes""","""1.00""","""3""","""Mac""",800,1280,"""Chrome""","""335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""38DURKLYVGOMVPN2WKFBQ6SX0L8WJU""","""Cards and Symbols Experiment""","""You will read a number of sentences and for each sentence select a picture which best represents the sentence. The HIT should take ~10 minutes.""","""language research stanford fun cognitive science university explanations""","""$0.50""","""Thu May 31 20:17:59 GMT-07:00 2018""","""4""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Jun 30 20:17:59 GMT-07:00 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""3OWEPKL08A2MLS2X0KZCV1CPLFLN7C""",0,"""Submitted""","""Fri Jun 01 13:03:57 GMT-07:00 2018""","""Thu May 31 20:18:17 GMT-07:00 2018""","""Thu May 31 20:23:57 GMT-07:00 2018""","""""","""""","""""","""""","""""","""[]""","""undefined""","""5.4764"""
0,"""1""","""0""","""SOME""",8454,0,"""within""",true,"""1""",0,"""better""","""SOME""",true,"""SOME""",0,"""SOMESOME""",6,"""response""",1,1,true,1,"""strong""",0,"""English""","""0""","""Male""","""24""","""No""","""No comment""","""Yes""","""1.00""","""3""","""Mac""",800,1280,"""Chrome""","""335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""38DURKLYVGOMVPN2WKFBQ6SX0L8WJU""","""Cards and Symbols Experiment""","""You will read a number of sentences and for each sentence select a picture which best represents the sentence. The HIT should take ~10 minutes.""","""language research stanford fun cognitive science university explanations""","""$0.50""","""Thu May 31 20:17:59 GMT-07:00 2018""","""4""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Jun 30 20:17:59 GMT-07:00 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""3OWEPKL08A2MLS2X0KZCV1CPLFLN7C""",0,"""Submitted""","""Fri Jun 01 13:03:57 GMT-07:00 2018""","""Thu May 31 20:18:17 GMT-07:00 2018""","""Thu May 31 20:23:57 GMT-07:00 2018""","""""","""""","""""","""""","""""","""[]""","""undefined""","""5.4764"""
0,"""1""","""0""","""SOME""",6968,0,"""within""",true,"""1""",0,"""better""","""SOME""",true,"""SOME""",0,"""SOMESOME""",6,"""response""",1,1,true,0,"""weak""",0,"""English""","""0""","""Male""","""24""","""No""","""No comment""","""Yes""","""1.00""","""3""","""Mac""",800,1280,"""Chrome""","""335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""38DURKLYVGOMVPN2WKFBQ6SX0L8WJU""","""Cards and Symbols Experiment""","""You will read a number of sentences and for each sentence select a picture which best represents the sentence. The HIT should take ~10 minutes.""","""language research stanford fun cognitive science university explanations""","""$0.50""","""Thu May 31 20:17:59 GMT-07:00 2018""","""4""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Jun 30 20:17:59 GMT-07:00 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""3OWEPKL08A2MLS2X0KZCV1CPLFLN7C""",0,"""Submitted""","""Fri Jun 01 13:03:57 GMT-07:00 2018""","""Thu May 31 20:18:17 GMT-07:00 2018""","""Thu May 31 20:23:57 GMT-07:00 2018""","""""","""""","""""","""""","""""","""[]""","""undefined""","""5.4764"""
0,"""1""","""0""","""SOME""",6800,1,"""between""",true,"""1""",0,"""better""","""NUM4""",true,"""SOME""",0,"""SOMENUM4""",18,"""response""",1,0,true,1,"""strong""",0,"""English""","""0""","""Male""","""24""","""No""","""No comment""","""Yes""","""1.00""","""3""","""Mac""",800,1280,"""Chrome""","""335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""38DURKLYVGOMVPN2WKFBQ6SX0L8WJU""","""Cards and Symbols Experiment""","""You will read a number of sentences and for each sentence select a picture which best represents the sentence. The HIT should take ~10 minutes.""","""language research stanford fun cognitive science university explanations""","""$0.50""","""Thu May 31 20:17:59 GMT-07:00 2018""","""4""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Jun 30 20:17:59 GMT-07:00 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""3OWEPKL08A2MLS2X0KZCV1CPLFLN7C""",0,"""Submitted""","""Fri Jun 01 13:03:57 GMT-07:00 2018""","""Thu May 31 20:18:17 GMT-07:00 2018""","""Thu May 31 20:23:57 GMT-07:00 2018""","""""","""""","""""","""""","""""","""[]""","""undefined""","""5.4764"""
1,"""0""","""1""","""SOME""",9375,0,"""within""",true,"""1""",0,"""better""","""SOME""",true,"""SOME""",0,"""SOMESOME""",6,"""response""",0,1,true,1,"""strong""",1,"""English""","""2""","""Female""","""27""","""no""","""""","""Yes""","""2.00""","""2""","""Windows""",720,1280,"""Chrome""","""335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""38DURKLYVGOMVPN2WKFBQ6SX0L8WJU""","""Cards and Symbols Experiment""","""You will read a number of sentences and for each sentence select a picture which best represents the sentence. The HIT should take ~10 minutes.""","""language research stanford fun cognitive science university explanations""","""$0.50""","""Thu May 31 20:17:59 GMT-07:00 2018""","""4""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Jun 30 20:17:59 GMT-07:00 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""3VW04L3ZLUWLC1MSK3QJN2GBPMAXX1""",1,"""Submitted""","""Fri Jun 01 13:16:25 GMT-07:00 2018""","""Thu May 31 20:19:43 GMT-07:00 2018""","""Thu May 31 20:36:25 GMT-07:00 2018""","""""","""""","""""","""""","""""","""[]""","""undefined""","""6.9995"""
1,"""0""","""1""","""NUM4""",6125,0,"""between""",true,"""1""",1,"""better""","""SOME""",true,"""NUM4""",1,"""NUM4SOME""",12,"""response""",0,0,true,1,"""strong""",1,"""English""","""2""","""Female""","""27""","""no""","""""","""Yes""","""2.00""","""2""","""Windows""",720,1280,"""Chrome""","""335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""38DURKLYVGOMVPN2WKFBQ6SX0L8WJU""","""Cards and Symbols Experiment""","""You will read a number of sentences and for each sentence select a picture which best represents the sentence. The HIT should take ~10 minutes.""","""language research stanford fun cognitive science university explanations""","""$0.50""","""Thu May 31 20:17:59 GMT-07:00 2018""","""4""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Jun 30 20:17:59 GMT-07:00 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""3VW04L3ZLUWLC1MSK3QJN2GBPMAXX1""",1,"""Submitted""","""Fri Jun 01 13:16:25 GMT-07:00 2018""","""Thu May 31 20:19:43 GMT-07:00 2018""","""Thu May 31 20:36:25 GMT-07:00 2018""","""""","""""","""""","""""","""""","""[]""","""undefined""","""6.9995"""
1,"""1""","""1""","""SOME""",6976,1,"""between""",true,"""1""",0,"""better""","""NUM4""",true,"""SOME""",0,"""SOMENUM4""",18,"""response""",1,0,true,1,"""strong""",1,"""English""","""2""","""Female""","""27""","""no""","""""","""Yes""","""2.00""","""2""","""Windows""",720,1280,"""Chrome""","""335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""38DURKLYVGOMVPN2WKFBQ6SX0L8WJU""","""Cards and Symbols Experiment""","""You will read a number of sentences and for each sentence select a picture which best represents the sentence. The HIT should take ~10 minutes.""","""language research stanford fun cognitive science university explanations""","""$0.50""","""Thu May 31 20:17:59 GMT-07:00 2018""","""4""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Jun 30 20:17:59 GMT-07:00 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""3VW04L3ZLUWLC1MSK3QJN2GBPMAXX1""",1,"""Submitted""","""Fri Jun 01 13:16:25 GMT-07:00 2018""","""Thu May 31 20:19:43 GMT-07:00 2018""","""Thu May 31 20:36:25 GMT-07:00 2018""","""""","""""","""""","""""","""""","""[]""","""undefined""","""6.9995"""
1,"""1""","""0""","""SOME""",6832,0,"""within""",true,"""1""",0,"""better""","""SOME""",true,"""SOME""",0,"""SOMESOME""",6,"""response""",1,1,true,1,"""strong""",0,"""English""","""2""","""Female""","""27""","""no""","""""","""Yes""","""2.00""","""2""","""Windows""",720,1280,"""Chrome""","""335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""38DURKLYVGOMVPN2WKFBQ6SX0L8WJU""","""Cards and Symbols Experiment""","""You will read a number of sentences and for each sentence select a picture which best represents the sentence. The HIT should take ~10 minutes.""","""language research stanford fun cognitive science university explanations""","""$0.50""","""Thu May 31 20:17:59 GMT-07:00 2018""","""4""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Jun 30 20:17:59 GMT-07:00 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""3VW04L3ZLUWLC1MSK3QJN2GBPMAXX1""",1,"""Submitted""","""Fri Jun 01 13:16:25 GMT-07:00 2018""","""Thu May 31 20:19:43 GMT-07:00 2018""","""Thu May 31 20:36:25 GMT-07:00 2018""","""""","""""","""""","""""","""""","""[]""","""undefined""","""6.9995"""
1,"""0""","""1""","""SOME""",16844,0,"""within""",true,"""1""",0,"""better""","""SOME""",true,"""SOME""",0,"""SOMESOME""",6,"""response""",0,1,true,1,"""strong""",1,"""English""","""2""","""Female""","""27""","""no""","""""","""Yes""","""2.00""","""2""","""Windows""",720,1280,"""Chrome""","""335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""38DURKLYVGOMVPN2WKFBQ6SX0L8WJU""","""Cards and Symbols Experiment""","""You will read a number of sentences and for each sentence select a picture which best represents the sentence. The HIT should take ~10 minutes.""","""language research stanford fun cognitive science university explanations""","""$0.50""","""Thu May 31 20:17:59 GMT-07:00 2018""","""4""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Jun 30 20:17:59 GMT-07:00 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CDV85LJ3XX2J2PU5VAJDHK""","""3VW04L3ZLUWLC1MSK3QJN2GBPMAXX1""",1,"""Submitted""","""Fri Jun 01 13:16:25 GMT-07:00 2018""","""Thu May 31 20:19:43 GMT-07:00 2018""","""Thu May 31 20:36:25 GMT-07:00 2018""","""""","""""","""""","""""","""""","""[]""","""undefined""","""6.9995"""
